Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,env_0min vs. env_5min log2 fold change,env_0min vs. env_5min q-value,env_0min vs. env_5min significant,wt_0min vs. wt_5min log2 fold change,wt_0min vs. wt_5min q-value,wt_0min vs. wt_5min significant,wt_0min vs. wt_60min log2 fold change,wt_0min vs. wt_60min q-value,wt_0min vs. wt_60min significant,genome_0min vs. genome_60min log2 fold change,genome_0min vs. genome_60min q-value,genome_0min vs. genome_60min significant,wt_5min vs. env_5min log2 fold change,wt_5min vs. env_5min q-value,wt_5min vs. env_5min significant,wt_60min vs. genome_60min log2 fold change,wt_60min vs. genome_60min q-value,wt_60min vs. genome_60min significant,wt_0min vs. env_0min log2 fold change,wt_0min vs. env_0min q-value,wt_0min vs. env_0min significant,wt_0min vs. genome_0min log2 fold change,wt_0min vs. genome_0min q-value,wt_0min vs. genome_0min significant
PG249854,Q86VP6,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,Q86VP6,0.048856244539527104,0.681781572994237,False,-0.0021034039721297675,0.532792953158803,False,-0.04169609925737031,0.537800752035472,False,0.018127914709108704,0.551384336032119,False,0.026631359711713175,0.998455589782439,False,0.023771363532638784,0.684379368757157,False,-0.02432828879994368,0.758982914169818,False,-0.03605265043384033,0.291497073833674,False
PG248952,P25705,sp|P25705|ATPA_HUMAN ATP synthase subunit alpha; mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1,P25705,-0.14940254678261752,0.538195907476385,False,-0.016154163279869575,0.488389165540146,False,-0.029303222633824944,0.600971769276796,False,0.01400198476205383,0.568174612691774,False,0.021806807608845298,0.998455589782439,False,-0.01189364774546322,0.714081744340047,False,0.15505519111159324,0.542049039394064,False,-0.05519885514134195,0.25242811878803,False
PG250367,Q14008|Q14008-2|Q14008-3,sp|Q14008-3|CKAP5_HUMAN Isoform 3 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5,Q14008-3,0.11729873928295961,0.631934373630812,False,0.037472245716518124,0.474252943734095,False,0.05435443984290204,0.602762921438911,False,0.09737639713487706,0.272036255750652,False,0.07392666807537582,0.998455589782439,False,0.11878027435573389,0.577854463061319,False,-0.005899825491065395,0.805616308805643,False,0.07575831706375881,0.19572840467618,False
PG243872,P35580,sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3,P35580,-0.04284929060895363,0.688598500088669,False,0.015336792066058095,0.492325488577884,False,0.0008510066232743448,0.676374290463672,False,-0.0861872739009591,0.289179028551594,False,-0.046658867066402335,0.998455589782439,False,-0.07251843422561721,0.572000338343512,False,0.011527215608609292,0.794761842798557,False,0.014519846298616199,0.367123828639726,False
PG246349,Q99832,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2,Q99832,-0.012642885972559813,0.750704752051568,False,-0.015699001358588295,0.492325488577884,False,0.1270236245798362,0.365484383873688,False,-0.03904862284517513,0.452368580079483,False,0.012133687215320875,0.998455589782439,False,-0.12583455221483716,0.550587309351819,False,0.009077571829292244,0.811213456010865,False,0.04023769521017428,0.27653338639979,False
PG252694,P11413|P11413-2|P11413-3,sp|P11413-2|G6PD_HUMAN Isoform Long of Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD,P11413-2,-0.01837472260883739,0.736557924155569,False,0.0010791066491128724,0.538213686076174,False,-0.0487565856658343,0.520788410657668,False,-0.055799203859531146,0.407249455501504,False,-0.039977167291984445,0.998455589782439,False,-0.07034773139157764,0.579113179146159,False,-0.020523338034034232,0.775301087987431,False,-0.06330511319788057,0.219829477722634,False
PG250677,P35606|P35606-2,sp|P35606|COPB2_HUMAN Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,P35606,-0.06731876150723569,0.648513496919781,False,-0.0075830032299767265,0.517181974123456,False,-0.01657215078095513,0.632924298185134,False,-0.05566963566706255,0.37863354944388,False,-0.037370386776590075,0.998455589782439,False,-0.06461349235009588,0.579113179146159,False,0.02236537150066869,0.765604558920266,False,-0.0255160074639884,0.331260652287079,False
PG244987,P27708|F8VPD4,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3,P27708,-0.08319846251929126,0.63072546225876,False,-0.057719707639643666,0.345387046691619,False,-0.1172143156291996,0.289230878791622,False,-0.010595593491632395,0.585662153622513,False,-0.030512658013302236,0.998455589782439,False,0.013080103227577605,0.706604372427571,False,-0.005033903133654615,0.813837995219383,False,-0.09353861890998955,0.154975367777404,False
PG242332,Q9Y4L1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,Q9Y4L1,-0.10214434030122088,0.590225314335048,False,-0.10804187168058192,0.213216861624917,False,-0.12659788140713077,0.270138425514743,False,-0.07177416322413727,0.329460431192126,False,-0.048076644049111675,0.998455589782439,False,-0.08216621522257317,0.556775759805706,False,-0.05397417542847278,0.683211171606029,False,-0.13698993340556692,0.0889113874153483,False
PG253177,P11021,sp|P11021|GRP78_HUMAN 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,P11021,-0.034060224337456875,0.709422340444491,False,-0.24289479911326528,0.0792549213372727,False,-0.11938313665845163,0.290967348629669,False,-0.041501948373389996,0.4450969226319,False,0.010063445239765012,0.998455589782439,False,-0.12374478444783969,0.524330914422182,False,-0.1987711295360433,0.374785487886326,False,-0.2016259727329013,0.0593335750407497,False
PG242280,P08238,sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,P08238,-4.481563246881265e-05,0.768561127439063,False,-0.02466304552118939,0.462239924677629,False,-0.0015401479671639084,0.670010079854288,False,0.017017552442493398,0.557788037261527,False,-0.019412876783358818,0.998455589782439,False,-0.027374317282890987,0.700658158358763,False,-0.04403110667207932,0.707638276950521,False,-0.0459320176925483,0.26223159396555,False
PG247594,P55060|P55060-3,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,P55060,-0.04027575505500392,0.692014384890275,False,-0.057725185933465935,0.337492108450098,False,-0.057147480705648186,0.486980145278053,False,-0.07390654398080915,0.314699559103176,False,-0.019556454405012046,0.998455589782439,False,-0.0308474438231211,0.667495381946048,False,-0.03700588528347398,0.725363816253675,False,-0.014088380547960161,0.366542318679921,False
PG246100,Q13435,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,Q13435,0.009080817575237687,0.749593063960112,False,0.08910328089969467,0.279674990064418,False,0.06260796107085621,0.478708767340156,False,-0.006491051220717732,0.59715053255851,False,-0.06349398580616766,0.998455589782439,False,-0.034650255767034004,0.662682876150813,False,0.016528477518289324,0.78392119929184,False,0.03444875652453992,0.294401911078181,False
PG246488,P54577,sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4,P54577,-0.06167645926140878,0.664476672918163,False,-0.08787643172121985,0.269289007534827,False,-0.11685877260986255,0.324128237018547,False,0.018216611248826443,0.54516991611761,False,-0.012852511321518139,0.998455589782439,False,-0.004150380059407206,0.727449624425995,False,-0.03905248378132908,0.725425404513348,False,-0.13922576391809618,0.0880890379834357,False
PG253874,P33992,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,P33992,0.1481006850396829,0.612974771525707,False,0.10083234930010093,0.387150364337665,False,0.03234469182238254,0.651528935811176,False,0.08669724199019165,0.345869928467764,False,0.1449037258717914,0.998455589782439,False,0.1816852478452673,0.545460492416742,False,0.09763539013220925,0.683211171606029,False,0.12733269767745795,0.138423185119584,False
PG246551,P50991,sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,P50991,-0.01141088519182595,0.747639307603248,False,-0.04588500280284727,0.394889576288824,False,-0.020602214825238083,0.618424842490447,False,0.020405587398395198,0.537150466317803,False,0.010345781461169304,0.998455589782439,False,-0.014346836117146143,0.706884653594834,False,-0.024128336149852016,0.763114442374925,False,-0.055354638340779534,0.238257410939011,False
PG252444,P49327,sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,P49327,-0.03381442460978662,0.708572555142074,False,-0.017382710552282375,0.48497158757083,False,-0.0565155125486904,0.475563602442347,False,-0.015728991665459303,0.567613758117599,False,-0.02540837341006073,0.998455589782439,False,-0.012197210710163874,0.706905024101106,False,-0.008976659352556426,0.801393226154925,False,-0.05298373159339524,0.25089290112553,False
PG250918,Q9NR30,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,Q9NR30,0.19249064895230944,0.631934373630812,False,0.16089054971689273,0.395341199844247,False,0.14613642685206119,0.561720811789146,False,0.010844283538717202,0.590398389437288,False,0.21549611658643497,0.998455589782439,False,0.33415321068670933,0.527595192241165,False,0.18389601735101813,0.683402529354331,False,0.4694453540000533,0.0509935585683379,False
PG244425,Q8WUM4,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,Q8WUM4,0.036701944518378445,0.710124995393443,False,-0.007523351247431885,0.516443626128262,False,0.007921174550177264,0.656127841625088,False,0.05637211021957094,0.381945773031694,False,-0.04773307866071913,0.998455589782439,False,0.035519203717403504,0.646247318071841,False,-0.09195837442652963,0.632020946614763,False,-0.012931731951990351,0.374433216661174,False
PG242672,O00410|O00410-3,sp|O00410-3|IPO5_HUMAN Isoform 3 of Importin-5 OS=Homo sapiens GN=IPO5,O00410-3,-0.024704642978947314,0.726520515164243,False,0.010822358023405147,0.505086307793288,False,-0.02319443226778246,0.610159001564123,False,0.05019457600272053,0.403184950347209,False,-0.03676676775262767,0.998455589782439,False,0.010752437294969686,0.709889710591877,False,-0.0012397667502751697,0.819305476925619,False,-0.06263657097553321,0.214542695298029,False
PG256358,P49588,sp|P49588|SYAC_HUMAN Alanine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2,P49588,-0.08877603258285278,0.623179496920257,False,-0.05917993012998401,0.333789529759112,False,-0.010160044644408471,0.650541253662065,False,-0.061709632653423316,0.411992150549533,False,-0.03381444900799851,0.998455589782439,False,-0.07216278207654464,0.573664116957444,False,-0.004218346555129785,0.814141102082785,False,-0.02061319406752968,0.352593588358269,False
PG253875,Q14566,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,Q14566,-0.01207096648894527,0.747639307603248,False,-0.08137507843468444,0.269289007534827,False,-0.028218935706578165,0.59510895687329,False,0.045080100046338674,0.43090629377127,False,-0.019598873803690083,0.998455589782439,False,-0.014004518164151297,0.706905024101106,False,-0.0889029857494293,0.61176227628156,False,-0.08730355391706801,0.160926140073955,False
PG255492,P04843,sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,P04843,0.0013179120181980317,0.761308433407546,False,0.17153911194799443,0.242078039252672,False,-0.05210645059733131,0.578414962072686,False,0.04913700556525535,0.457212201016213,False,0.10060992536639098,0.998455589782439,False,0.11843557989924142,0.579113179146159,False,0.2708311252961877,0.412067254400876,False,0.017192123736654505,0.376437456019374,False
PG254215,Q8N1F7,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,Q8N1F7,-0.05579808606061123,0.668928106679891,False,-0.008874544551638055,0.510092933565275,False,0.053042194752738726,0.498915209245727,False,-0.05948717470384606,0.387890659193369,False,0.0,1.0,False,0.028221322072414064,0.671464191498483,False,0.0469235415089732,0.702184247022098,False,0.14075069152899913,0.0935559373613491,False
PG242598,O60841|A0A087WUT6,tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1,A0A087WUT6,0.022125379400350437,0.731935983269886,False,-0.041910235849736965,0.395439457213833,False,-0.005123157515342072,0.665370835134557,False,-0.04037467901073697,0.437580433219526,False,-0.008701309022036193,0.998455589782439,False,0.08096518532078346,0.569277390366731,False,-0.07273692427212337,0.655019251738173,False,0.11621670681617846,0.11839621703242,False
PG251160,Q99613|Q99613-2,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,Q99613,0.020407571235116457,0.744779413822682,False,0.3048250954585593,0.0579913035841218,False,0.1408520534637566,0.280679844092015,False,-0.0014972935014470887,0.615434286364122,False,-0.02832913819535726,0.998455589782439,False,-0.028454793213914642,0.679136259893998,False,0.25608838602808554,0.29013386229473,False,0.1138945537512889,0.120766438087122,False
PG253671,P49736,sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4,P49736,-0.0550045133816289,0.688614662483082,False,0.1337654209988106,0.164531545562501,False,0.05766252892306838,0.518031094644816,False,-0.061309861943017824,0.361633534375771,False,-0.018714124431404168,0.998455589782439,False,-0.06205124787164421,0.608830853280668,False,0.17005580994903555,0.51578219439337,False,0.056921142994442016,0.224217506472315,False
PG246145,Q9P2J5,sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2,Q9P2J5,0.02017475149645402,0.735092369294582,False,-0.06622784157777759,0.316899550257586,False,-0.08331551744574615,0.401672499996081,False,0.04987661591176209,0.406054636375995,False,0.02017475149645402,0.998455589782439,False,0.06554425983836172,0.580304094049732,False,-0.06622784157777759,0.660012310725965,False,-0.06764787351914653,0.21170162042238,False
PG247778,O14980,sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,O14980,-0.010959234015195005,0.747639307603248,False,-0.08927098814441689,0.252726829970332,False,-0.1499271205460721,0.235920156117237,False,-0.0052236498336435035,0.604004398222677,False,-0.010959234015195005,0.998455589782439,False,-0.02074031287062706,0.690816904769342,False,-0.08927098814441689,0.610768680116763,False,-0.16544378358305573,0.0736672663870229,False
PG250195,Q00610|Q00610-2|A0A087WVQ6,tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1,A0A087WVQ6,-0.02259341941768663,0.729704106089973,False,-0.0832693220766344,0.281551863394946,False,-0.09912462472655675,0.332411675303291,False,0.0017564449991530038,0.614483984209954,False,-0.051299333679372026,0.998455589782439,False,-0.025328073294083823,0.677985396567571,False,-0.1119752363383199,0.581264911223721,False,-0.12620914301979366,0.110065435835267,False
PG255358,P22626,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2,P22626,0.028113806223911394,0.729704106089973,False,0.07761465710142208,0.325279072599565,False,0.14315221520673216,0.344259797094484,False,0.08298109611860882,0.307543263730718,False,0.00670333909193504,0.999220576730913,False,0.010634664242736677,0.712944823943059,False,0.056204189969445685,0.716604662073118,False,0.07080578333086024,0.194146520812161,False
PG251751,P55265|P55265-4,sp|P55265-4|DSRAD_HUMAN Isoform 4 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR,P55265-4,-0.01838256654337683,0.741776583041642,False,0.1196788964723072,0.190859797577415,False,0.019633670334266006,0.647104981627477,False,0.006998289524127672,0.596697305758629,False,0.03379187462557544,0.998455589782439,False,0.09641313302324572,0.573176807399026,False,0.17185333764125946,0.474228073889381,False,0.10904851383338411,0.139499353232568,False
PG254743,Q01813,sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase; platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2,Q01813,0.03132831740279745,0.717364341777202,False,0.02744001046678265,0.448732216773158,False,-0.046711903534082326,0.527361618964037,False,-0.1212736865254416,0.255008330217072,False,-0.0006714369772164316,0.999440201873213,False,-0.08750233183452633,0.550088937762269,False,-0.004559743913231237,0.813837995219383,False,-0.012940548843166958,0.378912142235978,False
PG253634,P33991,sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,P33991,-0.0780019998050938,0.64207587800901,False,-0.01575734667645944,0.489480054146614,False,0.0023349010851522987,0.677303071638582,False,-0.07738621861824188,0.335181691214173,False,-0.0428284808748828,0.998455589782439,False,-0.13085983182371078,0.535066950624773,False,0.019416172253751588,0.783806022944821,False,-0.051138712120316544,0.253231408454308,False
PG252010,P06733,sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,P06733,0.06974159546211339,0.644748354239723,False,0.15798880508601632,0.160246437733481,False,0.26247025359236725,0.138745083568787,False,0.0357293387442029,0.528356866518718,False,-0.07622445310589053,0.998455589782439,False,-0.09717839024829293,0.561545571220529,False,0.01202275651801222,0.792512293753439,False,0.12956252459987125,0.156644918043436,False
PG254244,Q14978-2|A0A0A0MRM9,sp|Q14978-2|NOLC1_HUMAN Isoform Beta of Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1,Q14978-2,0.10427336840974293,0.631934373630812,False,0.2972612453241991,0.0645264087212197,False,0.3670331827896727,0.0848561073965304,False,-0.12448519098531632,0.32076035641327,False,-0.037222406178919414,0.998455589782439,False,0.0381994062226958,0.656438137176363,False,0.15576547073553662,0.501678924215945,False,0.5297177799976847,0.028304616228359,False
PG251834,Q92608,sp|Q92608|DOCK2_HUMAN Dedicator of cytokinesis protein 2 OS=Homo sapiens GN=DOCK2 PE=1 SV=2,Q92608,0.01617165202635521,0.741776583041642,False,-0.04854463567069626,0.380765734805068,False,-0.11800572694528894,0.327079434792413,False,-0.0013122463702077633,0.617231995753717,False,0.0208502424684554,0.998455589782439,False,0.044106085901500724,0.638747631548118,False,-0.04386604522859616,0.718617034539318,False,-0.07258739467358055,0.188134774221988,False
PG248813,O14744,sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,O14744,-0.04822930565342721,0.683838074883005,False,-0.06519695712237637,0.32758398833933,False,-0.07399140122461913,0.475563602442347,False,-0.01415197080784982,0.572860805084243,False,-0.0033011608028709638,0.999220576730913,False,-0.04892141894532225,0.656555677757673,False,-0.020268812271820126,0.776643121824617,False,-0.10876084936209145,0.125985304703423,False
PG252196,P40939,sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha; mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2,P40939,-0.04708795313010756,0.692014384890275,False,-0.12630856222107997,0.186006770689785,False,-0.045371256516752334,0.543926585761733,False,-0.029307485218841564,0.486333341311165,False,0.024098929719109884,0.998455589782439,False,-0.08281788778547426,0.561545571220529,False,-0.05512167937186251,0.689537637977851,False,-0.09888165908338514,0.152207946378557,False
